Organism A,Organism B,Ancestor age,Rate
Saimiri sciureus,Elephas maximus,93075000,3324107.1428571427
Saimiri sciureus,Lama guanicoe,87325000,3796739.1304347827
Saimiri sciureus,Martes foina,99275000,7091071.428571428
Saimiri sciureus,Mustela putorius,99275000,6618333.333333333
Saimiri sciureus,Paguma larvata,99275000,3818269.230769231
Saimiri sciureus,Sminthopsis crassicaudata,144850000,3218888.888888889
Saimiri sciureus,Struthio camelus,316350000,6590625.0
Saimiri sciureus,Tragelaphus strepsiceros,87325000,3638541.6666666665
Saimiri sciureus,Tapirus terrestris,92000000,3680000.0
Saimiri sciureus,Callimico goeldii,16025000,2003125.0
Saimiri sciureus,Colobus guereza,25062500,236438.679245283
Saimiri sciureus,Lama glama,87325000,3796739.1304347827
Saimiri sciureus,Macropus giganteus,144850000,3714102.564102564
Saimiri sciureus,Phalacrocorax carbo,316350000,6456122.448979592
Saimiri sciureus,Papio cynocephalus,25062500,2088541.6666666667
Saimiri sciureus,Rhinolophus ferrumequinum,99275000,4512500.0
Saimiri sciureus,Squalus acanthias,475975000,5876234.567901234
Saimiri sciureus,Vultur gryphus,316350000,6327000.0
Saimiri sciureus,Panthera onca,99275000,3202419.35483871
Saimiri sciureus,Aquila chrysaetos,316350000,6590625.0
Saimiri sciureus,Ateles geoffroyi,18900000,3780000.0
Saimiri sciureus,Balaenoptera acutorostrata,109550000,6444117.647058823
Saimiri sciureus,Bos taurus,87325000,3493000.0
Saimiri sciureus,Ceratotherium simum,92000000,3833333.3333333335
Saimiri sciureus,Crocodylus niloticus,316350000,4721641.791044776
Saimiri sciureus,Dasyurus viverrinus,144850000,1957432.4324324324
Saimiri sciureus,Equus zebra,92000000,3833333.3333333335
Saimiri sciureus,Homo sapiens,31975000,293348.623853211
Saimiri sciureus,Papio anubis,25062500,2278409.090909091
Scalopus aquaticus,Mus musculus,92000000,2300000.0
Scalopus aquaticus,Rattus norvegicus,92000000,2421052.6315789474
Scalopus aquaticus,Panthera leo,69775000,1789102.564102564
Scalopus aquaticus,Triturus cristatus,338650000,4639041.095890411
Scalopus aquaticus,Ateles paniscus,92000000,2705882.3529411764
Scalopus aquaticus,Branta canadensis,316350000,6730851.063829787
Scalopus aquaticus,Camelus dromedarius,87325000,2129878.048780488
Scalopus aquaticus,Cebus albifrons,92000000,2628571.4285714286
Scalopus aquaticus,Crocodylus siamensis,316350000,4218000.0
Scalopus aquaticus,Echinops telfairi,63575000,1444886.3636363635
Scalopus aquaticus,Erinaceus europaeus,88177000,2672030.303030303
Scalopus aquaticus,Hippopotamus amphibius,87325000,2183125.0
Scalopus aquaticus,Lagothrix lagotricha,92000000,2628571.4285714286
Scalopus aquaticus,Lutra lutra,69775000,2250806.4516129033
Scalopus aquaticus,Macaca mulatta,92000000,2486486.4864864866
Scalopus aquaticus,Mellivora capensis,69775000,2250806.4516129033
Scalopus aquaticus,Microtus xanthognathus,92000000,1672727.2727272727
Scalopus aquaticus,Nasua nasua,69775000,2180468.75
Scalopus aquaticus,Tursiops truncatus,109550000,2608333.3333333335
Scalopus aquaticus,Anas platyrhynchos,316350000,6877173.9130434785
Scalopus aquaticus,Camelus bactrianus,87325000,2129878.048780488
Scalopus aquaticus,Cavia porcellus,92000000,1916666.6666666667
Scalopus aquaticus,Crocuta crocuta,69775000,1744375.0
Scalopus aquaticus,Elephas maximus,63575000,1352659.574468085
Scalopus aquaticus,Lama guanicoe,87325000,2079166.6666666667
Scalopus aquaticus,Martes foina,69775000,2180468.75
Scalopus aquaticus,Mustela putorius,69775000,2052205.8823529412
Scalopus aquaticus,Paguma larvata,69775000,1789102.564102564
Scalopus aquaticus,Sminthopsis crassicaudata,144850000,3218888.888888889
Scalopus aquaticus,Struthio camelus,316350000,6730851.063829787
Scalopus aquaticus,Tragelaphus strepsiceros,87325000,2079166.6666666667
Scalopus aquaticus,Tapirus terrestris,62500000,1453488.3720930233
Scalopus aquaticus,Callimico goeldii,92000000,2628571.4285714286
Scalopus aquaticus,Colobus guereza,92000000,786324.7863247864
Scalopus aquaticus,Lama glama,87325000,2079166.6666666667
Scalopus aquaticus,Macropus giganteus,144850000,3017708.3333333335
Scalopus aquaticus,Phalacrocorax carbo,316350000,6327000.0
Scalopus aquaticus,Papio cynocephalus,92000000,2705882.3529411764
Scalopus aquaticus,Rhinolophus ferrumequinum,69775000,2584259.2592592593
Scalopus aquaticus,Squalus acanthias,475975000,5348033.707865168
Scalopus aquaticus,Vultur gryphus,316350000,6456122.448979592
Scalopus aquaticus,Panthera onca,69775000,1836184.2105263157
Scalopus aquaticus,Aquila chrysaetos,316350000,6456122.448979592
Scalopus aquaticus,Ateles geoffroyi,92000000,2555555.5555555555
Scalopus aquaticus,Balaenoptera acutorostrata,109550000,2882894.736842105
Scalopus aquaticus,Bos taurus,87325000,2183125.0
Scalopus aquaticus,Ceratotherium simum,62500000,1562500.0
Scalopus aquaticus,Crocodylus niloticus,316350000,4218000.0
Scalopus aquaticus,Dasyurus viverrinus,144850000,1788271.6049382717
Scalopus aquaticus,Equus zebra,62500000,1562500.0
Scalopus aquaticus,Homo sapiens,92000000,828828.8288288289
Scalopus aquaticus,Papio anubis,92000000,2787878.787878788
Scalopus aquaticus,Saimiri sciureus,92000000,2486486.4864864866
Ovis aries,Mus musculus,87325000,2183125.0
Ovis aries,Rattus norvegicus,87325000,2360135.135135135
Ovis aries,Panthera leo,87325000,2646212.121212121
Ovis aries,Triturus cristatus,338650000,4639041.095890411
Ovis aries,Ateles paniscus,87325000,3493000.0
Ovis aries,Branta canadensis,316350000,6202941.176470588
Ovis aries,Camelus dromedarius,48200000,1721428.5714285714
Ovis aries,Cebus albifrons,87325000,3358653.846153846
Ovis aries,Crocodylus siamensis,316350000,4519285.714285715
Ovis aries,Echinops telfairi,87325000,2239102.564102564
Ovis aries,Erinaceus europaeus,88177000,3040586.206896552
Ovis aries,Hippopotamus amphibius,49650000,2068750.0
Ovis aries,Lagothrix lagotricha,87325000,3358653.846153846
Ovis aries,Lutra lutra,87325000,3234259.2592592593
Ovis aries,Macaca mulatta,87325000,3118750.0
Ovis aries,Mellivora capensis,87325000,3358653.846153846
Ovis aries,Microtus xanthognathus,87325000,1819270.8333333333
Ovis aries,Nasua nasua,87325000,3118750.0
Ovis aries,Tursiops truncatus,109550000,4057407.407407407
Ovis aries,Anas platyrhynchos,316350000,6202941.176470588
Ovis aries,Camelus bactrianus,48200000,1721428.5714285714
Ovis aries,Cavia porcellus,87325000,2425694.4444444445
Ovis aries,Crocuta crocuta,87325000,3011206.896551724
Ovis aries,Elephas maximus,87325000,2646212.121212121
Ovis aries,Lama guanicoe,48200000,1721428.5714285714
Ovis aries,Martes foina,87325000,3234259.2592592593
Ovis aries,Mustela putorius,87325000,3118750.0
Ovis aries,Paguma larvata,87325000,2910833.3333333335
Ovis aries,Sminthopsis crassicaudata,144850000,3148913.0434782607
Ovis aries,Struthio camelus,316350000,6083653.846153846
Ovis aries,Tragelaphus strepsiceros,17325000,1443750.0
Ovis aries,Tapirus terrestris,87325000,2910833.3333333335
Ovis aries,Callimico goeldii,87325000,3493000.0
Ovis aries,Colobus guereza,87325000,786711.7117117117
Ovis aries,Lama glama,48200000,1721428.5714285714
Ovis aries,Macropus giganteus,144850000,3368604.6511627906
Ovis aries,Phalacrocorax carbo,316350000,6456122.448979592
Ovis aries,Papio cynocephalus,87325000,3011206.896551724
Ovis aries,Rhinolophus ferrumequinum,87325000,3011206.896551724
Ovis aries,Squalus acanthias,475975000,5599705.882352941
Ovis aries,Vultur gryphus,316350000,6083653.846153846
Ovis aries,Panthera onca,87325000,2646212.121212121
Ovis aries,Aquila chrysaetos,316350000,6083653.846153846
Ovis aries,Ateles geoffroyi,87325000,3638541.6666666665
Ovis aries,Balaenoptera acutorostrata,109550000,4979545.454545454
Ovis aries,Bos taurus,17325000,1732500.0
Ovis aries,Ceratotherium simum,87325000,3011206.896551724
Ovis aries,Crocodylus niloticus,316350000,4584782.608695652
Ovis aries,Dasyurus viverrinus,144850000,1857051.282051282
Ovis aries,Equus zebra,87325000,3011206.896551724
Ovis aries,Homo sapiens,87325000,779687.5
Ovis aries,Papio anubis,87325000,3011206.896551724
Ovis aries,Saimiri sciureus,87325000,3234259.2592592593
Ovis aries,Scalopus aquaticus,87325000,2183125.0
Ursus thibetanus,Mus musculus,99275000,3545535.714285714
Ursus thibetanus,Rattus norvegicus,99275000,3676851.8518518517
Ursus thibetanus,Panthera leo,57350000,3018421.052631579
Ursus thibetanus,Triturus cristatus,338650000,4703472.222222222
Ursus thibetanus,Ateles paniscus,99275000,7091071.428571428
Ursus thibetanus,Branta canadensis,316350000,7715853.658536585
Ursus thibetanus,Camelus dromedarius,87325000,3796739.1304347827
Ursus thibetanus,Cebus albifrons,99275000,7636538.461538462
Ursus thibetanus,Crocodylus siamensis,316350000,4793181.818181818
Ursus thibetanus,Echinops telfairi,70850000,2083823.5294117648
Ursus thibetanus,Erinaceus europaeus,88177000,4408850.0
Ursus thibetanus,Hippopotamus amphibius,87325000,4366250.0
Ursus thibetanus,Lagothrix lagotricha,99275000,7091071.428571428
Ursus thibetanus,Lutra lutra,44675000,6382142.857142857
Ursus thibetanus,Macaca mulatta,99275000,7091071.428571428
Ursus thibetanus,Mellivora capensis,44675000,5584375.0
Ursus thibetanus,Microtus xanthognathus,99275000,2112234.0425531915
Ursus thibetanus,Nasua nasua,31232500,3470277.777777778
Ursus thibetanus,Tursiops truncatus,109550000,4564583.333333333
Ursus thibetanus,Anas platyrhynchos,316350000,7532142.857142857
Ursus thibetanus,Camelus bactrianus,87325000,3796739.1304347827
Ursus thibetanus,Cavia porcellus,99275000,2919852.9411764704
Ursus thibetanus,Crocuta crocuta,57350000,4096428.5714285714
Ursus thibetanus,Elephas maximus,70850000,2361666.6666666665
Ursus thibetanus,Lama guanicoe,87325000,3638541.6666666665
Ursus thibetanus,Martes foina,44675000,6382142.857142857
Ursus thibetanus,Mustela putorius,44675000,5584375.0
Ursus thibetanus,Paguma larvata,57350000,4411538.461538462
Ursus thibetanus,Sminthopsis crassicaudata,144850000,3621250.0
Ursus thibetanus,Struthio camelus,316350000,7356976.7441860465
Ursus thibetanus,Tragelaphus strepsiceros,87325000,3638541.6666666665
Ursus thibetanus,Tapirus terrestris,69775000,2491964.285714286
Ursus thibetanus,Callimico goeldii,99275000,7636538.461538462
Ursus thibetanus,Colobus guereza,99275000,945476.1904761905
Ursus thibetanus,Lama glama,87325000,3638541.6666666665
Ursus thibetanus,Macropus giganteus,144850000,4138571.4285714286
Ursus thibetanus,Phalacrocorax carbo,316350000,7908750.0
Ursus thibetanus,Papio cynocephalus,99275000,7636538.461538462
Ursus thibetanus,Rhinolophus ferrumequinum,63150000,4510714.285714285
Ursus thibetanus,Squalus acanthias,475975000,5949687.5
Ursus thibetanus,Vultur gryphus,316350000,7356976.7441860465
Ursus thibetanus,Panthera onca,57350000,2867500.0
Ursus thibetanus,Aquila chrysaetos,316350000,7356976.7441860465
Ursus thibetanus,Ateles geoffroyi,99275000,6204687.5
Ursus thibetanus,Balaenoptera acutorostrata,109550000,5477500.0
Ursus thibetanus,Bos taurus,87325000,3493000.0
Ursus thibetanus,Ceratotherium simum,69775000,2584259.2592592593
Ursus thibetanus,Crocodylus niloticus,316350000,4942968.75
Ursus thibetanus,Dasyurus viverrinus,144850000,2040140.8450704226
Ursus thibetanus,Equus zebra,69775000,2491964.285714286
Ursus thibetanus,Homo sapiens,99275000,919212.9629629629
Ursus thibetanus,Papio anubis,99275000,7091071.428571428
Ursus thibetanus,Saimiri sciureus,99275000,5839705.882352941
Ursus thibetanus,Scalopus aquaticus,69775000,2180468.75
Ursus thibetanus,Ovis aries,87325000,3234259.2592592593
Accipiter gentilis,Mus musculus,316350000,6202941.176470588
Accipiter gentilis,Rattus norvegicus,316350000,6202941.176470588
Accipiter gentilis,Panthera leo,316350000,6202941.176470588
Accipiter gentilis,Triturus cristatus,338650000,4515333.333333333
Accipiter gentilis,Ateles paniscus,316350000,6730851.063829787
Accipiter gentilis,Branta canadensis,105150000,10515000.0
Accipiter gentilis,Camelus dromedarius,316350000,6083653.846153846
Accipiter gentilis,Cebus albifrons,316350000,6730851.063829787
Accipiter gentilis,Crocodylus siamensis,249467500,4619768.518518519
Accipiter gentilis,Echinops telfairi,316350000,5550000.0
Accipiter gentilis,Erinaceus europaeus,316350000,7532142.857142857
Accipiter gentilis,Hippopotamus amphibius,316350000,6877173.9130434785
Accipiter gentilis,Lagothrix lagotricha,316350000,6456122.448979592
Accipiter gentilis,Lutra lutra,316350000,7189772.7272727275
Accipiter gentilis,Macaca mulatta,316350000,6730851.063829787
Accipiter gentilis,Mellivora capensis,316350000,7356976.7441860465
Accipiter gentilis,Microtus xanthognathus,316350000,5361864.406779661
Accipiter gentilis,Nasua nasua,316350000,7030000.0
Accipiter gentilis,Tursiops truncatus,316350000,6590625.0
Accipiter gentilis,Anas platyrhynchos,105150000,9559090.909090908
Accipiter gentilis,Camelus bactrianus,316350000,6083653.846153846
Accipiter gentilis,Cavia porcellus,316350000,5858333.333333333
Accipiter gentilis,Crocuta crocuta,316350000,6202941.176470588
Accipiter gentilis,Elephas maximus,316350000,6730851.063829787
Accipiter gentilis,Lama guanicoe,316350000,6083653.846153846
Accipiter gentilis,Martes foina,316350000,7189772.7272727275
Accipiter gentilis,Mustela putorius,316350000,6877173.9130434785
Accipiter gentilis,Paguma larvata,316350000,6327000.0
Accipiter gentilis,Sminthopsis crassicaudata,316350000,7189772.7272727275
Accipiter gentilis,Struthio camelus,100750000,9159090.909090908
Accipiter gentilis,Tragelaphus strepsiceros,316350000,6202941.176470588
Accipiter gentilis,Tapirus terrestris,316350000,6590625.0
Accipiter gentilis,Callimico goeldii,316350000,6590625.0
Accipiter gentilis,Colobus guereza,316350000,2727155.172413793
Accipiter gentilis,Lama glama,316350000,6083653.846153846
Accipiter gentilis,Macropus giganteus,316350000,6877173.9130434785
Accipiter gentilis,Phalacrocorax carbo,96825000,8802272.727272727
Accipiter gentilis,Papio cynocephalus,316350000,6730851.063829787
Accipiter gentilis,Rhinolophus ferrumequinum,316350000,7189772.7272727275
Accipiter gentilis,Squalus acanthias,475975000,5470977.011494253
Accipiter gentilis,Vultur gryphus,95650000,9565000.0
Accipiter gentilis,Panthera onca,316350000,6083653.846153846
Accipiter gentilis,Aquila chrysaetos,10777500,1539642.857142857
Accipiter gentilis,Ateles geoffroyi,316350000,6456122.448979592
Accipiter gentilis,Balaenoptera acutorostrata,316350000,6456122.448979592
Accipiter gentilis,Bos taurus,316350000,6083653.846153846
Accipiter gentilis,Ceratotherium simum,316350000,6590625.0
Accipiter gentilis,Crocodylus niloticus,249467500,4706933.962264151
Accipiter gentilis,Dasyurus viverrinus,316350000,3857926.8292682925
Accipiter gentilis,Equus zebra,316350000,7189772.7272727275
Accipiter gentilis,Homo sapiens,316350000,2875909.090909091
Accipiter gentilis,Papio anubis,316350000,6590625.0
Accipiter gentilis,Saimiri sciureus,316350000,6456122.448979592
Accipiter gentilis,Scalopus aquaticus,316350000,6202941.176470588
Accipiter gentilis,Ovis aries,316350000,6456122.448979592
Accipiter gentilis,Ursus thibetanus,316350000,7189772.7272727275
Ailuropoda melanoleuca,Mus musculus,99275000,3423275.8620689656
Ailuropoda melanoleuca,Rattus norvegicus,99275000,3423275.8620689656
Ailuropoda melanoleuca,Panthera leo,57350000,2389583.3333333335
Ailuropoda melanoleuca,Triturus cristatus,338650000,4455921.052631579
Ailuropoda melanoleuca,Ateles paniscus,99275000,7091071.428571428
Ailuropoda melanoleuca,Branta canadensis,316350000,6877173.9130434785
Ailuropoda melanoleuca,Camelus dromedarius,87325000,4366250.0
Ailuropoda melanoleuca,Cebus albifrons,99275000,7636538.461538462
Ailuropoda melanoleuca,Crocodylus siamensis,316350000,4721641.791044776
Ailuropoda melanoleuca,Echinops telfairi,70850000,1816666.6666666667
Ailuropoda melanoleuca,Erinaceus europaeus,88177000,3674041.6666666665
Ailuropoda melanoleuca,Hippopotamus amphibius,87325000,3796739.1304347827
Ailuropoda melanoleuca,Lagothrix lagotricha,99275000,9927500.0
Ailuropoda melanoleuca,Lutra lutra,44675000,8935000.0
Ailuropoda melanoleuca,Macaca mulatta,99275000,6618333.333333333
Ailuropoda melanoleuca,Mellivora capensis,44675000,7445833.333333333
Ailuropoda melanoleuca,Microtus xanthognathus,99275000,2026020.4081632653
Ailuropoda melanoleuca,Nasua nasua,31232500,3470277.777777778
Ailuropoda melanoleuca,Tursiops truncatus,109550000,4979545.454545454
Ailuropoda melanoleuca,Anas platyrhynchos,316350000,7030000.0
Ailuropoda melanoleuca,Camelus bactrianus,87325000,4366250.0
Ailuropoda melanoleuca,Cavia porcellus,99275000,2612500.0
Ailuropoda melanoleuca,Crocuta crocuta,57350000,2867500.0
Ailuropoda melanoleuca,Elephas maximus,70850000,2530357.1428571427
Ailuropoda melanoleuca,Lama guanicoe,87325000,4158333.3333333335
Ailuropoda melanoleuca,Martes foina,44675000,8935000.0
Ailuropoda melanoleuca,Mustela putorius,44675000,7445833.333333333
Ailuropoda melanoleuca,Paguma larvata,57350000,2867500.0
Ailuropoda melanoleuca,Sminthopsis crassicaudata,144850000,3621250.0
Ailuropoda melanoleuca,Struthio camelus,316350000,6590625.0
Ailuropoda melanoleuca,Tragelaphus strepsiceros,87325000,3969318.1818181816
Ailuropoda melanoleuca,Tapirus terrestris,69775000,2584259.2592592593
Ailuropoda melanoleuca,Callimico goeldii,99275000,7636538.461538462
Ailuropoda melanoleuca,Colobus guereza,99275000,936556.6037735849
Ailuropoda melanoleuca,Lama glama,87325000,4158333.3333333335
Ailuropoda melanoleuca,Macropus giganteus,144850000,3914864.864864865
Ailuropoda melanoleuca,Phalacrocorax carbo,316350000,7030000.0
Ailuropoda melanoleuca,Papio cynocephalus,99275000,7091071.428571428
Ailuropoda melanoleuca,Rhinolophus ferrumequinum,63150000,4510714.285714285
Ailuropoda melanoleuca,Squalus acanthias,475975000,5876234.567901234
Ailuropoda melanoleuca,Vultur gryphus,316350000,6877173.9130434785
Ailuropoda melanoleuca,Panthera onca,57350000,2493478.2608695654
Ailuropoda melanoleuca,Aquila chrysaetos,316350000,6877173.9130434785
Ailuropoda melanoleuca,Ateles geoffroyi,99275000,8272916.666666667
Ailuropoda melanoleuca,Balaenoptera acutorostrata,109550000,5765789.47368421
Ailuropoda melanoleuca,Bos taurus,87325000,3796739.1304347827
Ailuropoda melanoleuca,Ceratotherium simum,69775000,2907291.6666666665
Ailuropoda melanoleuca,Crocodylus niloticus,316350000,4721641.791044776
Ailuropoda melanoleuca,Dasyurus viverrinus,144850000,2040140.8450704226
Ailuropoda melanoleuca,Equus zebra,69775000,2907291.6666666665
Ailuropoda melanoleuca,Homo sapiens,99275000,919212.9629629629
Ailuropoda melanoleuca,Papio anubis,99275000,7636538.461538462
Ailuropoda melanoleuca,Saimiri sciureus,99275000,7636538.461538462
Ailuropoda melanoleuca,Scalopus aquaticus,69775000,2052205.8823529412
Ailuropoda melanoleuca,Ovis aries,87325000,3358653.846153846
Ailuropoda melanoleuca,Ursus thibetanus,3930250,491281.25
Ailuropoda melanoleuca,Accipiter gentilis,316350000,6730851.063829787
Alligator mississippiensis,Mus musculus,316350000,4584782.608695652
Alligator mississippiensis,Rattus norvegicus,316350000,4519285.714285715
Alligator mississippiensis,Panthera leo,316350000,4455633.802816901
Alligator mississippiensis,Triturus cristatus,338650000,4515333.333333333
Alligator mississippiensis,Ateles paniscus,316350000,4333561.643835616
Alligator mississippiensis,Branta canadensis,249467500,4454776.785714285
Alligator mississippiensis,Camelus dromedarius,316350000,4333561.643835616
Alligator mississippiensis,Cebus albifrons,316350000,4275000.0
Alligator mississippiensis,Crocodylus siamensis,123450000,4256896.551724138
Alligator mississippiensis,Echinops telfairi,316350000,4218000.0
Alligator mississippiensis,Erinaceus europaeus,316350000,4455633.802816901
Alligator mississippiensis,Hippopotamus amphibius,316350000,4455633.802816901
Alligator mississippiensis,Lagothrix lagotricha,316350000,4275000.0
Alligator mississippiensis,Lutra lutra,316350000,4393750.0
Alligator mississippiensis,Macaca mulatta,316350000,4333561.643835616
Alligator mississippiensis,Mellivora capensis,316350000,4455633.802816901
Alligator mississippiensis,Microtus xanthognathus,316350000,4275000.0
Alligator mississippiensis,Nasua nasua,316350000,4519285.714285715
Alligator mississippiensis,Tursiops truncatus,316350000,4455633.802816901
Alligator mississippiensis,Anas platyrhynchos,249467500,4454776.785714285
Alligator mississippiensis,Camelus bactrianus,316350000,4333561.643835616
Alligator mississippiensis,Cavia porcellus,316350000,4793181.818181818
Alligator mississippiensis,Crocuta crocuta,316350000,4584782.608695652
Alligator mississippiensis,Elephas maximus,316350000,4866923.076923077
Alligator mississippiensis,Lama guanicoe,316350000,4333561.643835616
Alligator mississippiensis,Martes foina,316350000,4393750.0
Alligator mississippiensis,Mustela putorius,316350000,4333561.643835616
Alligator mississippiensis,Paguma larvata,316350000,4584782.608695652
Alligator mississippiensis,Sminthopsis crassicaudata,316350000,4942968.75
Alligator mississippiensis,Struthio camelus,249467500,4454776.785714285
Alligator mississippiensis,Tragelaphus strepsiceros,316350000,4455633.802816901
Alligator mississippiensis,Tapirus terrestris,316350000,4333561.643835616
Alligator mississippiensis,Callimico goeldii,316350000,4275000.0
Alligator mississippiensis,Colobus guereza,316350000,2680932.2033898304
Alligator mississippiensis,Lama glama,316350000,4333561.643835616
Alligator mississippiensis,Macropus giganteus,316350000,4793181.818181818
Alligator mississippiensis,Phalacrocorax carbo,249467500,4535772.7272727275
Alligator mississippiensis,Papio cynocephalus,316350000,4275000.0
Alligator mississippiensis,Rhinolophus ferrumequinum,316350000,4393750.0
Alligator mississippiensis,Squalus acanthias,475975000,5534593.023255814
Alligator mississippiensis,Vultur gryphus,249467500,4535772.7272727275
Alligator mississippiensis,Panthera onca,316350000,4393750.0
Alligator mississippiensis,Aquila chrysaetos,249467500,4535772.7272727275
Alligator mississippiensis,Ateles geoffroyi,316350000,4333561.643835616
Alligator mississippiensis,Balaenoptera acutorostrata,316350000,4652205.882352941
Alligator mississippiensis,Bos taurus,316350000,4393750.0
Alligator mississippiensis,Ceratotherium simum,316350000,4455633.802816901
Alligator mississippiensis,Crocodylus niloticus,123450000,4408928.571428572
Alligator mississippiensis,Dasyurus viverrinus,316350000,3515000.0
Alligator mississippiensis,Equus zebra,316350000,4519285.714285715
Alligator mississippiensis,Homo sapiens,316350000,2636250.0
Alligator mississippiensis,Papio anubis,316350000,4275000.0
Alligator mississippiensis,Saimiri sciureus,316350000,4275000.0
Alligator mississippiensis,Scalopus aquaticus,316350000,4218000.0
Alligator mississippiensis,Ovis aries,316350000,4652205.882352941
Alligator mississippiensis,Ursus thibetanus,316350000,4455633.802816901
Alligator mississippiensis,Accipiter gentilis,249467500,4535772.7272727275
Alligator mississippiensis,Ailuropoda melanoleuca,316350000,4393750.0
Antrozous pallidus,Mus musculus,99275000,3102343.75
Antrozous pallidus,Rattus norvegicus,99275000,3202419.35483871
Antrozous pallidus,Panthera leo,63150000,2177586.206896552
Antrozous pallidus,Triturus cristatus,338650000,4341666.666666667
Antrozous pallidus,Ateles paniscus,99275000,4136458.3333333335
Antrozous pallidus,Branta canadensis,316350000,6877173.9130434785
Antrozous pallidus,Camelus dromedarius,87325000,2910833.3333333335
Antrozous pallidus,Cebus albifrons,99275000,4512500.0
Antrozous pallidus,Crocodylus siamensis,316350000,4519285.714285715
Antrozous pallidus,Echinops telfairi,70850000,1574444.4444444445
Antrozous pallidus,Erinaceus europaeus,88177000,3265814.814814815
Antrozous pallidus,Hippopotamus amphibius,87325000,3234259.2592592593
Antrozous pallidus,Lagothrix lagotricha,99275000,3818269.230769231
Antrozous pallidus,Lutra lutra,63150000,2745652.1739130435
Antrozous pallidus,Macaca mulatta,99275000,3971000.0
Antrozous pallidus,Mellivora capensis,63150000,2870454.5454545454
Antrozous pallidus,Microtus xanthognathus,99275000,2158152.1739130435
Antrozous pallidus,Nasua nasua,63150000,2745652.1739130435
Antrozous pallidus,Tursiops truncatus,109550000,3912500.0
Antrozous pallidus,Anas platyrhynchos,316350000,6730851.063829787
Antrozous pallidus,Camelus bactrianus,87325000,2910833.3333333335
Antrozous pallidus,Cavia porcellus,99275000,2757638.888888889
Antrozous pallidus,Crocuta crocuta,63150000,2255357.1428571427
Antrozous pallidus,Elephas maximus,70850000,2214062.5
Antrozous pallidus,Lama guanicoe,87325000,2816935.4838709678
Antrozous pallidus,Martes foina,63150000,2745652.1739130435
Antrozous pallidus,Mustela putorius,63150000,2526000.0
Antrozous pallidus,Paguma larvata,63150000,2177586.206896552
Antrozous pallidus,Sminthopsis crassicaudata,144850000,3368604.6511627906
Antrozous pallidus,Struthio camelus,316350000,6590625.0
Antrozous pallidus,Tragelaphus strepsiceros,87325000,2728906.25
Antrozous pallidus,Tapirus terrestris,69775000,1885810.810810811
Antrozous pallidus,Callimico goeldii,99275000,4136458.3333333335
Antrozous pallidus,Colobus guereza,99275000,878539.8230088495
Antrozous pallidus,Lama glama,87325000,2816935.4838709678
Antrozous pallidus,Macropus giganteus,144850000,3811842.1052631577
Antrozous pallidus,Phalacrocorax carbo,316350000,7030000.0
Antrozous pallidus,Papio cynocephalus,99275000,3971000.0
Antrozous pallidus,Rhinolophus ferrumequinum,50400000,2400000.0
Antrozous pallidus,Squalus acanthias,475975000,5599705.882352941
Antrozous pallidus,Vultur gryphus,316350000,6590625.0
Antrozous pallidus,Panthera onca,63150000,2105000.0
Antrozous pallidus,Aquila chrysaetos,316350000,6730851.063829787
Antrozous pallidus,Ateles geoffroyi,99275000,3818269.230769231
Antrozous pallidus,Balaenoptera acutorostrata,109550000,4763043.478260869
Antrozous pallidus,Bos taurus,87325000,2728906.25
Antrozous pallidus,Ceratotherium simum,69775000,2180468.75
Antrozous pallidus,Crocodylus niloticus,316350000,4652205.882352941
Antrozous pallidus,Dasyurus viverrinus,144850000,1905921.0526315789
Antrozous pallidus,Equus zebra,69775000,2114393.9393939395
Antrozous pallidus,Homo sapiens,99275000,927803.738317757
Antrozous pallidus,Papio anubis,99275000,3818269.230769231
Antrozous pallidus,Saimiri sciureus,99275000,4136458.3333333335
Antrozous pallidus,Scalopus aquaticus,69775000,1836184.2105263157
Antrozous pallidus,Ovis aries,87325000,2816935.4838709678
Antrozous pallidus,Ursus thibetanus,63150000,2870454.5454545454
Antrozous pallidus,Accipiter gentilis,316350000,6730851.063829787
Antrozous pallidus,Ailuropoda melanoleuca,63150000,2526000.0
Antrozous pallidus,Alligator mississippiensis,316350000,4455633.802816901
Canis latrans,Mus musculus,99275000,3102343.75
Canis latrans,Rattus norvegicus,99275000,3102343.75
Canis latrans,Panthera leo,57350000,2867500.0
Canis latrans,Triturus cristatus,338650000,4455921.052631579
Canis latrans,Ateles paniscus,99275000,5839705.882352941
Canis latrans,Branta canadensis,316350000,7532142.857142857
Canis latrans,Camelus dromedarius,87325000,3358653.846153846
Canis latrans,Cebus albifrons,99275000,7636538.461538462
Canis latrans,Crocodylus siamensis,316350000,4721641.791044776
Canis latrans,Echinops telfairi,70850000,1864473.6842105263
Canis latrans,Erinaceus europaeus,88177000,3833782.6086956523
Canis latrans,Hippopotamus amphibius,87325000,3796739.1304347827
Canis latrans,Lagothrix lagotricha,99275000,7091071.428571428
Canis latrans,Lutra lutra,44675000,4467500.0
Canis latrans,Macaca mulatta,99275000,6618333.333333333
Canis latrans,Mellivora capensis,44675000,4963888.888888889
Canis latrans,Microtus xanthognathus,99275000,2112234.0425531915
Canis latrans,Nasua nasua,43875000,3133928.5714285714
Canis latrans,Tursiops truncatus,109550000,4057407.407407407
Canis latrans,Anas platyrhynchos,316350000,7356976.7441860465
