Organism A,Organism B,Ancestor age,Rate
Branta bernicla,Condylura cristata,316350000,8325000.0
Branta bernicla,Oryctolagus cuniculus,316350000,7189772.7272727275
Branta bernicla,Scalopus aquaticus,316350000,3101470.588235294
Branta bernicla,Macaca mulatta,316350000,7715853.658536585
Branta bernicla,Loxodonta africana,316350000,7189772.7272727275
Branta bernicla,Histrionicus histrionicus,296233250,59246650.0
Branta bernicla,Somateria mollissima,17197500,3439500.0
Branta bernicla,Spatula clypeata,20305000,2900714.285714286
Bucephala albeola,Homo sapiens,316350000,7189772.7272727275
Bucephala albeola,Equus burchelli,316350000,7189772.7272727275
Bucephala albeola,Capra hircus,316350000,7030000.0
Bucephala albeola,Equus grevyi,316350000,7356976.7441860465
Bucephala albeola,Equus asinus,316350000,7356976.7441860465
Bucephala albeola,Pongo pygmaeus,316350000,7532142.857142857
Bucephala albeola,Aythya affinis,12720750,2120125.0
Bucephala albeola,Aythya marila,12720750,2120125.0
Bucephala albeola,Anser albifrons,20617500,3436250.0
Bucephala albeola,Anas acuta,22607500,7535833.333333333
Bucephala albeola,Cygnus atratus,15827000,3165400.0
Bucephala albeola,Aythya collaris,12720750,2120125.0
Bucephala albeola,Aythya americana,12720750,2120125.0
Bucephala albeola,Rattus norvegicus,316350000,6730851.063829787
Bucephala albeola,Condylura cristata,316350000,7532142.857142857
Bucephala albeola,Oryctolagus cuniculus,316350000,6590625.0
Bucephala albeola,Scalopus aquaticus,316350000,3071359.223300971
Bucephala albeola,Branta canadensis,17197500,3439500.0
Bucephala albeola,Macaca mulatta,316350000,7356976.7441860465
Bucephala albeola,Loxodonta africana,316350000,7030000.0
Bucephala albeola,Spatula clypeata,22607500,5651875.0
Bucephala albeola,Branta bernicla,17197500,3439500.0
Mergus merganser,Homo sapiens,316350000,7189772.7272727275
Mergus merganser,Equus burchelli,316350000,7189772.7272727275
Mergus merganser,Capra hircus,316350000,7030000.0
Mergus merganser,Equus grevyi,316350000,7356976.7441860465
Mergus merganser,Equus asinus,316350000,7356976.7441860465
Mergus merganser,Pongo pygmaeus,316350000,7532142.857142857
Mergus merganser,Aythya affinis,15937500,2656250.0
Mergus merganser,Aythya marila,15937500,2656250.0
Mergus merganser,Anser albifrons,17055000,2842500.0
Mergus merganser,Anas acuta,19045000,6348333.333333333
Mergus merganser,Cygnus atratus,12264500,2452900.0
Mergus merganser,Aythya collaris,15937500,2656250.0
Mergus merganser,Aythya americana,15937500,2656250.0
Mergus merganser,Rattus norvegicus,316350000,6730851.063829787
Mergus merganser,Condylura cristata,316350000,7532142.857142857
Mergus merganser,Oryctolagus cuniculus,316350000,6590625.0
Mergus merganser,Scalopus aquaticus,316350000,3071359.223300971
Mergus merganser,Branta canadensis,13635000,2727000.0
Mergus merganser,Macaca mulatta,316350000,7356976.7441860465
Mergus merganser,Loxodonta africana,316350000,7030000.0
Mergus merganser,Spatula clypeata,19045000,4761250.0
Mergus merganser,Branta bernicla,13635000,2727000.0
Melanitta fusca,Homo sapiens,316350000,7189772.7272727275
Melanitta fusca,Equus burchelli,316350000,7189772.7272727275
Melanitta fusca,Capra hircus,316350000,7030000.0
Melanitta fusca,Equus grevyi,316350000,7356976.7441860465
Melanitta fusca,Equus asinus,316350000,7356976.7441860465
Melanitta fusca,Pongo pygmaeus,316350000,7532142.857142857
Melanitta fusca,Aythya affinis,12720750,2120125.0
Melanitta fusca,Aythya marila,12720750,2120125.0
Melanitta fusca,Anser albifrons,20617500,3436250.0
Melanitta fusca,Anas acuta,22607500,7535833.333333333
Melanitta fusca,Cygnus atratus,15827000,3165400.0
Melanitta fusca,Aythya collaris,12720750,2120125.0
Melanitta fusca,Aythya americana,12720750,2120125.0
Melanitta fusca,Rattus norvegicus,316350000,6730851.063829787
Melanitta fusca,Condylura cristata,316350000,7532142.857142857
Melanitta fusca,Oryctolagus cuniculus,316350000,6590625.0
Melanitta fusca,Scalopus aquaticus,316350000,3071359.223300971
Melanitta fusca,Branta canadensis,17197500,3439500.0
Melanitta fusca,Macaca mulatta,316350000,7356976.7441860465
Melanitta fusca,Loxodonta africana,316350000,7030000.0
Melanitta fusca,Spatula clypeata,22607500,5651875.0
Melanitta fusca,Branta bernicla,17197500,3439500.0
Bucephala clangula,Homo sapiens,316350000,7189772.7272727275
Bucephala clangula,Equus burchelli,316350000,7189772.7272727275
Bucephala clangula,Capra hircus,316350000,7030000.0
Bucephala clangula,Equus grevyi,316350000,7356976.7441860465
Bucephala clangula,Equus asinus,316350000,7356976.7441860465
Bucephala clangula,Pongo pygmaeus,316350000,7532142.857142857
Bucephala clangula,Aythya affinis,12720750,2120125.0
Bucephala clangula,Aythya marila,12720750,2120125.0
Bucephala clangula,Anser albifrons,20617500,3436250.0
Bucephala clangula,Anas acuta,22607500,7535833.333333333
Bucephala clangula,Cygnus atratus,15827000,3165400.0
Bucephala clangula,Aythya collaris,12720750,2120125.0
Bucephala clangula,Aythya americana,12720750,2120125.0
Bucephala clangula,Rattus norvegicus,316350000,6730851.063829787
Bucephala clangula,Condylura cristata,316350000,7532142.857142857
Bucephala clangula,Oryctolagus cuniculus,316350000,6590625.0
Bucephala clangula,Scalopus aquaticus,316350000,3071359.223300971
Bucephala clangula,Branta canadensis,17197500,3439500.0
Bucephala clangula,Macaca mulatta,316350000,7356976.7441860465
Bucephala clangula,Loxodonta africana,316350000,7030000.0
Bucephala clangula,Spatula clypeata,22607500,5651875.0
Bucephala clangula,Branta bernicla,17197500,3439500.0
Melanitta perspicillata,Homo sapiens,316350000,7189772.7272727275
Melanitta perspicillata,Equus burchelli,316350000,7189772.7272727275
Melanitta perspicillata,Capra hircus,316350000,7030000.0
Melanitta perspicillata,Equus grevyi,316350000,7356976.7441860465
Melanitta perspicillata,Equus asinus,316350000,7356976.7441860465
Melanitta perspicillata,Pongo pygmaeus,316350000,7532142.857142857
Melanitta perspicillata,Aythya affinis,12720750,2120125.0
Melanitta perspicillata,Aythya marila,12720750,2120125.0
Melanitta perspicillata,Anser albifrons,20617500,3436250.0
Melanitta perspicillata,Anas acuta,22607500,7535833.333333333
Melanitta perspicillata,Cygnus atratus,15827000,3165400.0
Melanitta perspicillata,Aythya collaris,12720750,2120125.0
Melanitta perspicillata,Aythya americana,12720750,2120125.0
Melanitta perspicillata,Rattus norvegicus,316350000,6730851.063829787
Melanitta perspicillata,Condylura cristata,316350000,7532142.857142857
Melanitta perspicillata,Oryctolagus cuniculus,316350000,6590625.0
Melanitta perspicillata,Scalopus aquaticus,316350000,3071359.223300971
Melanitta perspicillata,Branta canadensis,17197500,3439500.0
Melanitta perspicillata,Macaca mulatta,316350000,7356976.7441860465
Melanitta perspicillata,Loxodonta africana,316350000,7030000.0
Melanitta perspicillata,Spatula clypeata,22607500,5651875.0
Melanitta perspicillata,Branta bernicla,17197500,3439500.0
Aythya valisineria,Homo sapiens,316350000,7356976.7441860465
Aythya valisineria,Equus burchelli,316350000,7356976.7441860465
Aythya valisineria,Capra hircus,316350000,7030000.0
Aythya valisineria,Equus grevyi,316350000,7532142.857142857
Aythya valisineria,Equus asinus,316350000,7532142.857142857
Aythya valisineria,Pongo pygmaeus,316350000,7356976.7441860465
Aythya valisineria,Anser albifrons,20617500,3436250.0
Aythya valisineria,Anas acuta,22607500,4521500.0
Aythya valisineria,Lophodytes cucullatus,10399925,1733320.8333333333
Aythya valisineria,Mergus serrator,15937500,2656250.0
Aythya valisineria,Cygnus atratus,15827000,1582700.0
Aythya valisineria,Melanitta nigra,12720750,2120125.0
Aythya valisineria,Rattus norvegicus,316350000,6730851.063829787
Aythya valisineria,Condylura cristata,316350000,7532142.857142857
Aythya valisineria,Oryctolagus cuniculus,316350000,6730851.063829787
Aythya valisineria,Scalopus aquaticus,316350000,3071359.223300971
Aythya valisineria,Branta canadensis,17197500,2456785.714285714
Aythya valisineria,Macaca mulatta,316350000,7532142.857142857
Aythya valisineria,Loxodonta africana,316350000,6877173.9130434785
Aythya valisineria,Histrionicus histrionicus,296233250,49372208.333333336
Aythya valisineria,Somateria mollissima,12720750,2120125.0
Aythya valisineria,Spatula clypeata,22607500,3767916.6666666665
Aythya valisineria,Branta bernicla,17197500,2456785.714285714
Aythya valisineria,Bucephala albeola,12720750,2120125.0
Aythya valisineria,Mergus merganser,15937500,2656250.0
Aythya valisineria,Melanitta fusca,12720750,2120125.0
Aythya valisineria,Bucephala clangula,12720750,2120125.0
Aythya valisineria,Melanitta perspicillata,12720750,2120125.0
Anas carolinensis,Homo sapiens,316350000,7532142.857142857
Anas carolinensis,Equus burchelli,316350000,7532142.857142857
Anas carolinensis,Capra hircus,316350000,7189772.7272727275
Anas carolinensis,Equus grevyi,316350000,7715853.658536585
Anas carolinensis,Equus asinus,316350000,7715853.658536585
Anas carolinensis,Pongo pygmaeus,316350000,7532142.857142857
Anas carolinensis,Aythya affinis,22607500,4521500.0
